message;severity;node;stamp;topics;location
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.765033960";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"kappa :0.00933278";"2";"/pure_pursuit";"1551214933.749243338";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1551214933.749216917";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"Closest Light Wpt 292 Light state RED";"4";"/tl_detector";"1551214933.725112915";"/base_waypoints,/current_pose,/image_color,/rosout,/tf,/tf_static,/traffic_waypoint,/vehicle/traffic_lights";"tl_detector.py:image_cb:100"
"kappa :0.00933278";"2";"/pure_pursuit";"1551214933.715897904";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1551214933.715873863";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.687175035";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.687005043";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.686866044";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.686733961";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.686553001";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.686391115";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.686176061";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.683832883";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.683042049";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.682055950";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.681865930";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.681699037";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.681514024";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.681334018";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.681139945";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.680346965";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.680160999";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.679945945";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.679774999";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.679606914";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.679434061";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.679260969";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.679060935";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.678894996";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.678664922";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.678508043";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.678337097";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.678177118";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.678004026";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.677845001";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.677675008";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.677512884";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.677340984";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.677181005";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.677005052";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.676829099";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.676574945";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.675923109";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.675729990";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.675369977";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.675196886";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.675015926";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.674844026";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.674685001";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.674529075";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.674384117";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.674226999";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.674074888";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.673901081";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.673738956";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.673556089";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.673408031";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.673245906";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.673038959";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.672882080";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.672729015";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.672555923";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.672399997";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.672241926";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.672096014";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.671937942";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.671791076";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.671632051";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.671483993";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.671324014";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.671171903";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.671000957";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.670849084";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 1.15056561836";"4";"/waypoint_updater";"1551214933.670684099";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.670449972";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 1.63020101289";"4";"/waypoint_updater";"1551214933.670286893";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.670128107";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 1.88138205191";"4";"/waypoint_updater";"1551214933.669961929";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.669805049";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 1.99534780576";"4";"/waypoint_updater";"1551214933.669640064";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.669478893";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 2.20532445432";"4";"/waypoint_updater";"1551214933.669311046";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.669136047";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Closest Light Wpt 292 Light state RED";"4";"/tl_detector";"1551214933.682332992";"/base_waypoints,/current_pose,/image_color,/rosout,/tf,/tf_static,/traffic_waypoint,/vehicle/traffic_lights";"tl_detector.py:image_cb:100"
"kappa :0.00933278";"2";"/pure_pursuit";"1551214933.682628125";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1551214933.682559739";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"kappa :0.00933278";"2";"/pure_pursuit";"1551214933.649201478";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"Decel old v 0.0 new v 2.48757539634";"4";"/waypoint_updater";"1551214933.668930053";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.668773889";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 2.57484869325";"4";"/waypoint_updater";"1551214933.668606996";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.668451070";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 2.74091690751";"4";"/waypoint_updater";"1551214933.668292045";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.668134927";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 2.89762909553";"4";"/waypoint_updater";"1551214933.667973041";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.667814016";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.11782452664";"4";"/waypoint_updater";"1551214933.667649984";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.667489051";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.18789024585";"4";"/waypoint_updater";"1551214933.667324066";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.667156934";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.25644878054";"4";"/waypoint_updater";"1551214933.666971921";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.666784048";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.38940814032";"4";"/waypoint_updater";"1551214933.666541099";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.666358947";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.57959926021";"4";"/waypoint_updater";"1551214933.666171073";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.665982961";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.70096740665";"4";"/waypoint_updater";"1551214933.665787935";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.665546894";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.75885836428";"4";"/waypoint_updater";"1551214933.665286064";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.664943933";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1551214933.649178014";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"kappa :0.00933278";"2";"/pure_pursuit";"1551214933.615900458";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"Closest Light Wpt 292 Light state RED";"4";"/tl_detector";"1551214933.629096031";"/base_waypoints,/current_pose,/image_color,/rosout,/tf,/tf_static,/traffic_waypoint,/vehicle/traffic_lights";"tl_detector.py:image_cb:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1551214933.615868053";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.590682983";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.590090990";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.589920043";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.589761018";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.589591026";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.589432001";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.589256048";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.589090108";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.588907957";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.588737010";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.588536977";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.588344097";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.588056087";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.587759971";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.584388017";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Closest Light Wpt 292 Light state RED";"4";"/tl_detector";"1551214933.584264993";"/base_waypoints,/current_pose,/image_color,/rosout,/tf,/tf_static,/traffic_waypoint,/vehicle/traffic_lights";"tl_detector.py:image_cb:100"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.584166049";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.583748102";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.583528995";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.583285093";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214933.583040952";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214933.582799911";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"kappa :0.00933278";"2";"/pure_pursuit";"1551214933.582636577";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
